England and Wales Code,England and Wales,Country of birth (extended) (190 categories) Code,Country of birth (extended) (190 categories),Passports held (52 categories) Code,Passports held (52 categories),Observation
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,5,Europe: Other Europe: EU Member countries: Italy,1
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,6,Europe: Other Europe: EU Member countries: Portugal,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,7,Europe: Other Europe: EU Member countries: Spain,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,8,Europe: Other Europe: EU Member countries: Lithuania,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,9,Europe: Other Europe: EU Member countries: Poland,5
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,10,Europe: Other Europe: EU Member countries: Romania,3
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,11,Europe: Other Europe: EU Member countries: Other EU countries,4
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,12,Europe: Other Europe: Rest of Europe: Turkey,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,13,Europe: Other Europe: Rest of Europe: Other Europe,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,14,Africa: North Africa,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,15,Africa: Central and Western Africa: Ghana,1
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,16,Africa: Central and Western Africa: Nigeria,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,17,Africa: Central and Western Africa: Other Central and Western Africa,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,18,Africa: South and Eastern Africa: Kenya,1
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,20,Africa: South and Eastern Africa: South Africa,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,21,Africa: South and Eastern Africa: Zimbabwe,1
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,22,Africa: South and Eastern Africa: Other South and Eastern Africa,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,23,Middle East and Asia: Middle East: Iran,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,24,Middle East and Asia: Middle East: Iraq,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,25,Middle East and Asia: Middle East: Other Middle East,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,26,Middle East and Asia: Eastern Asia: China,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,28,Middle East and Asia: Eastern Asia: Japan,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,30,Middle East and Asia: Southern Asia: Afghanistan,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,31,Middle East and Asia: Southern Asia: Bangladesh,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,32,Middle East and Asia: Southern Asia: India,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,33,Middle East and Asia: Southern Asia: Pakistan,1
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,34,Middle East and Asia: Southern Asia: Sri Lanka,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,35,Middle East and Asia: Southern Asia: Other Southern Asia,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,36,Middle East and Asia: South-East Asia: Malaysia,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,37,Middle East and Asia: South-East Asia: Philippines,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,38,Middle East and Asia: South-East Asia: Singapore,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,39,Middle East and Asia: South-East Asia: Other South-East Asia,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,40,Middle East and Asia: Central Asia,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,41,The Americas and the Caribbean: North America: Canada,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,42,The Americas and the Caribbean: North America: United States,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,43,The Americas and the Caribbean: Central America,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,44,The Americas and the Caribbean: South America,4
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,47,Antarctica and Oceania: Australasia: Australia,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,48,Antarctica and Oceania: Australasia: New Zealand,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,50,British Overseas Territories,0
K04000001,England and Wales,5,Europe: United Kingdom: Great Britain not otherwise specified,51,No passport held,118
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,-8,Does not apply,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,1,Europe: United Kingdom,1957
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,2,Europe: Ireland,6
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,3,Europe: Other Europe: EU Member countries: France,7
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,4,Europe: Other Europe: EU Member countries: Germany,7
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,5,Europe: Other Europe: EU Member countries: Italy,44
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,6,Europe: Other Europe: EU Member countries: Portugal,40
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,7,Europe: Other Europe: EU Member countries: Spain,32
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,8,Europe: Other Europe: EU Member countries: Lithuania,17
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,9,Europe: Other Europe: EU Member countries: Poland,27
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,10,Europe: Other Europe: EU Member countries: Romania,49
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,11,Europe: Other Europe: EU Member countries: Other EU countries,82
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,12,Europe: Other Europe: Rest of Europe: Turkey,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,13,Europe: Other Europe: Rest of Europe: Other Europe,7
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,14,Africa: North Africa,3
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,15,Africa: Central and Western Africa: Ghana,7
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,16,Africa: Central and Western Africa: Nigeria,15
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,17,Africa: Central and Western Africa: Other Central and Western Africa,3
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,18,Africa: South and Eastern Africa: Kenya,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,20,Africa: South and Eastern Africa: South Africa,2
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,21,Africa: South and Eastern Africa: Zimbabwe,2
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,22,Africa: South and Eastern Africa: Other South and Eastern Africa,5
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,23,Middle East and Asia: Middle East: Iran,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,24,Middle East and Asia: Middle East: Iraq,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,25,Middle East and Asia: Middle East: Other Middle East,4
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,26,Middle East and Asia: Eastern Asia: China,7
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),1
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,28,Middle East and Asia: Eastern Asia: Japan,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,1
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,30,Middle East and Asia: Southern Asia: Afghanistan,1
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,31,Middle East and Asia: Southern Asia: Bangladesh,5
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,32,Middle East and Asia: Southern Asia: India,49
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,33,Middle East and Asia: Southern Asia: Pakistan,18
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,34,Middle East and Asia: Southern Asia: Sri Lanka,2
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,35,Middle East and Asia: Southern Asia: Other Southern Asia,9
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,36,Middle East and Asia: South-East Asia: Malaysia,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,37,Middle East and Asia: South-East Asia: Philippines,8
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,38,Middle East and Asia: South-East Asia: Singapore,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,39,Middle East and Asia: South-East Asia: Other South-East Asia,1
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,40,Middle East and Asia: Central Asia,1
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,41,The Americas and the Caribbean: North America: Canada,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,42,The Americas and the Caribbean: North America: United States,4
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,43,The Americas and the Caribbean: Central America,1
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,44,The Americas and the Caribbean: South America,1
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,45,The Americas and the Caribbean: The Caribbean: Jamaica,1
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,47,Antarctica and Oceania: Australasia: Australia,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,48,Antarctica and Oceania: Australasia: New Zealand,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,50,British Overseas Territories,0
K04000001,England and Wales,6,Europe: United Kingdom: United Kingdom not otherwise specified,51,No passport held,475
K04000001,England and Wales,7,Europe: Other Europe: Guernsey,-8,Does not apply,0
K04000001,England and Wales,7,Europe: Other Europe: Guernsey,1,Europe: United Kingdom,4058
K04000001,England and Wales,7,Europe: Other Europe: Guernsey,2,Europe: Ireland,10
K04000001,England and Wales,7,Europe: Other Europe: Guernsey,3,Europe: Other Europe: EU Member countries: France,6
